ERR420386	ERR420387	ERR420388	ERR420389	ERR420390	ERR420391	ERR420392	ERR420393
407006	12	5	4	4	1	7	12	3
407007	3	3	0	1	0	1	6	0
55634	151	70	66	77	93	75	155	73
641339	118	64	66	68	79	89	116	85
401588	38	22	25	18	31	21	45	20
56548	47	56	104	110	51	50	36	48
84679	216	105	117	117	102	107	185	121
6102	87	61	197	194	213	63	99	227
9767	137	58	208	206	245	44	101	217
9104	183	125	2634	2778	2602	123	175	2675
54539	125	322	476	473	121	335	163	123
8241	41	187	298	293	45	196	55	41
7317	761	1126	1086	1079	403	1130	711	359
8552	18	7	10	15	16	13	14	11
5127	289	471	137	151	40	434	256	40
8237	845	1227	173	168	50	1214	777	64
7712	30	20	0	0	2	6	24	0
100124540	1	0	0	0	0	0	0	0
7592	217	97	141	146	148	109	221	147
203414	8	10	9	8	2	15	13	5
369	56	63	470	473	173	65	48	179
6853	913	1061	10	9	4	1078	916	3
7076	10	31	491	539	128	33	10	124
5199	5	3	423	440	36	2	0	36
2002	223	212	253	241	134	191	244	142
8409	203	179	326	350	219	172	200	226
100133957	3	2	3	1	2	4	7	5
392459	0	0	1	0	1	0	0	0
441493	0	1	0	0	1	0	0	0
347344	269	147	117	131	175	147	272	171
7569	105	67	69	87	81	51	95	86
389852	3	0	0	1	2	2	6	2
57232	64	35	19	27	29	40	66	32
280657	0	0	0	0	0	0	0	0
729201	0	0	0	0	0	0	0	0
6758	0	0	0	0	0	0	0	0
6756	0	0	0	0	0	0	0	0
10214	0	0	0	0	0	0	0	0
6759	0	0	0	0	0	0	0	0
548313	0	0	0	0	0	0	0	0
92745	36	63	1	1	1	90	51	2
24140	102	115	115	103	49	93	109	57
64840	49	94	13	10	8	72	46	9
10682	60	61	1130	1144	507	72	50	500
4943	73	82	60	58	22	80	82	31
5935	614	453	514	511	425	445	667	390
100506703	18	18	14	13	15	22	17	12
64743	36	353	217	233	13	357	32	27
7454	12	20	64	57	20	24	6	11
6839	32	49	76	69	24	44	37	18
392465	0	0	21	19	16	0	1	13
2623	4	1	1	1	0	0	1	1
10013	211	269	1054	965	475	236	221	448
3266	2	0	0	1	0	5	0	2
27344	19	344	1	1	0	310	18	0
10245	32	96	97	96	31	88	31	13
10084	42	183	191	172	35	154	43	22
7355	92	94	138	145	68	91	86	60
11040	178	105	52	55	33	133	181	39
55593	351	340	268	268	124	334	354	154
3750	20	18	8	3	3	24	16	1
56850	490	485	218	238	115	478	463	94
7030	268	359	209	216	84	318	265	98
90060	13	16	26	32	16	17	11	12
11230	95	106	22	19	3	113	82	9
11152	78	86	157	187	58	94	74	68
27238	151	181	140	144	37	226	138	43
79917	7	19	25	27	2	21	5	4
5355	24	22	38	31	32	18	17	34
4007	1	5	27	22	0	4	1	6
6855	8263	9977	15	20	13	9824	8050	9
778	7	11	0	1	0	19	8	1
28952	12	35	68	63	9	30	10	5
50943	1	5	55	56	19	3	1	19
89801	162	243	35	29	10	240	155	7
643832	1	0	0	0	1	2	2	0
729396	0	0	0	0	0	1	0	0
645051	0	0	0	0	0	0	0	0
26749	0	0	0	0	0	1	0	0
729408	1	0	0	0	0	0	0	0
26748	0	0	0	1	0	0	0	0
2574	0	0	0	0	0	0	0	0
645037	0	0	0	0	0	0	0	0
729422	0	0	0	0	0	0	0	0
100132399	0	0	0	0	0	0	0	0
729431	0	0	0	0	0	0	0	0
100008586	0	0	0	0	0	0	0	0
645073	0	0	0	0	0	0	0	0
729442	0	0	0	0	0	0	0	0
729447	0	0	0	0	0	0	0	0
2543	0	0	0	0	0	0	0	0
8712	0	0	0	0	0	0	0	0
9506	0	0	0	0	0	1	0	0
158572	8	9	1	1	5	14	8	3
389856	130	83	9	20	9	102	125	6
1184	190	113	1357	1384	1621	101	181	1693
693124	0	1	0	0	2	0	0	0
406964	0	0	0	0	0	0	0	1
574502	2	0	0	0	0	0	0	1
574030	0	0	0	0	0	0	0	0
574503	0	0	0	0	0	0	0	0
100422911	0	0	0	0	0	0	0	0
724030	0	0	0	0	1	0	0	1
574504	0	0	1	0	0	0	0	0
8852	0	0	0	0	0	0	0	0
85417	20	10	10	6	9	17	27	18
139189	0	1	0	0	0	1	1	1
57477	419	227	75	74	61	243	420	61
347376	0	0	1	0	0	0	0	1
9210	0	0	0	0	0	0	0	0
644129	0	0	0	0	0	0	0	0
170685	185	94	15	19	7	90	179	19
340602	1	0	0	0	0	2	1	0
55190	357	179	1	2	1	213	355	3
441495	3	2	0	0	0	3	4	0
389857	2	1	0	0	0	1	0	0
23708	343	158	182	191	275	121	360	263
9500	1276	949	861	861	534	992	1246	521
401589	3	0	1	0	0	1	0	0
81557	192	296	8	3	2	322	195	1
100124542	5	31	0	1	0	32	10	0
728239	27	40	1	3	0	25	32	0
100124541	1	2	0	0	0	1	1	0
100129860	1	0	0	0	0	0	0	0
728242	0	0	0	0	0	0	0	1
653220	0	2	0	0	0	0	0	0
653219	0	0	0	0	0	0	0	0
9502	0	0	0	0	0	0	0	0
653048	0	0	0	0	0	0	0	0
9503	0	0	0	0	0	0	0	0
653067	0	0	0	0	0	0	0	0
280659	0	0	0	0	0	0	0	0
280658	0	1	0	0	0	0	0	0
6757	0	0	0	0	0	0	0	0
727837	0	0	0	0	0	0	0	0
494197	0	0	0	0	0	0	0	0
170627	0	0	0	0	0	0	0	0
170626	0	0	9	5	8	1	0	16
727866	11	28	13	8	3	26	15	3
29057	95	80	35	48	29	77	87	44
54328	93	104	5	4	7	90	112	2
64061	1859	1271	135	125	83	1241	1705	111
8242	393	441	457	475	216	391	439	216
23096	140	396	35	39	7	351	139	4
8243	784	431	877	880	805	455	725	804
158787	9	6	5	4	9	5	15	9
3028	49	92	793	834	222	87	47	238
10075	4684	2783	3187	3286	3141	2737	4467	2968
407054	2	4	4	4	3	4	6	5
406889	1	0	1	0	1	0	0	0
100288560	352	228	136	158	161	239	333	176
23133	227	146	495	478	421	176	224	445
54954	526	275	196	235	216	275	475	231
65267	566	261	768	732	963	258	509	959
90121	637	576	216	255	134	596	632	136
2245	81	79	42	44	24	95	65	16
54552	667	441	383	384	355	432	661	350
347365	0	0	0	0	0	0	0	0
10916	884	839	522	539	284	831	873	282
677799	11	32	8	6	3	17	7	3
7216	355	277	132	161	90	252	349	76
5207	3	4	437	430	413	4	7	404
100507005	8	9	9	8	5	3	4	7
27301	20	22	43	76	19	28	25	17
212	0	1	0	3	1	0	1	2
389860	0	1	0	0	1	1	1	1
203569	0	0	0	0	0	1	0	0
90736	173	95	110	104	115	100	150	118
100463488	29	38	46	60	49	30	24	57
90737	0	0	4	8	4	0	0	5
139793	0	0	0	0	0	0	0	0
28986	788	421	116	124	94	452	750	112
158880	102	42	23	34	39	51	108	46
644893	0	0	0	0	0	0	0	0
139628	0	0	0	0	0	0	0	0
139629	0	0	0	0	0	0	0	0
10325	324	204	89	101	92	210	350	88
11279	88	51	53	59	59	49	94	71
29978	652	494	374	323	270	477	678	274
550643	100	106	24	27	17	100	110	16
442454	1901	1365	557	591	691	1347	1907	698
169981	387	202	118	139	145	188	374	142
474343	110	54	25	30	24	60	121	32
54466	16	7	9	13	11	3	15	8
158584	20	6	73	76	80	8	30	68
158586	245	136	244	244	280	140	224	226
7789	162	83	74	79	78	93	147	72
139886	83	48	27	34	44	62	78	34
92249	72	78	101	91	62	91	105	76
23229	2646	1544	109	101	93	1504	2690	78
100302115	0	1	0	0	1	0	0	0
139285	137	82	311	324	248	80	133	248
142689	1	0	2	2	2	0	1	2
55613	24	3	19	20	21	10	13	23
55906	169	95	43	41	49	85	175	44
340554	249	113	23	34	29	124	263	32
81887	160	118	196	216	104	132	157	108
83957	0	5	11	16	0	6	0	1
4478	620	378	974	1009	805	362	585	756
407008	1	1	5	4	4	1	3	3
11326	69	40	376	391	279	46	74	245
9843	305	148	50	61	67	175	308	43
60401	9	12	0	1	2	10	13	0
100129144	0	0	0	1	2	0	0	0
367	17	15	1492	1575	1215	16	30	1173
4983	692	404	55	56	56	356	645	61
286451	299	120	255	290	317	122	252	315
9754	22	23	282	273	86	28	21	97
1947	11	29	204	235	35	37	11	32
64219	748	562	77	77	61	537	719	52
27112	19	19	2	1	0	19	24	0
1896	27	14	52	50	46	13	15	44
158835	0	0	0	0	0	0	0	0
139562	0	0	0	0	0	0	0	0
3476	244	141	149	126	110	172	225	109
347516	0	0	1	0	2	1	1	1
158833	0	1	2	0	2	0	0	2
5030	0	2	0	1	2	1	1	0
407	6	2	8	5	7	1	7	11
347517	38	20	6	4	8	14	38	6
51248	279	145	55	87	84	125	290	79
24137	1	2	2	2	6	1	4	7
54857	29	25	2	0	4	34	26	0
1741	922	555	44	48	41	546	881	36
56159	0	0	1	1	1	0	0	0
84889	10	5	0	0	0	4	15	0
29934	105	91	70	48	45	112	107	20
4303	303	341	156	185	81	307	268	74
158830	1	0	2	1	1	0	0	0
3561	3	2	82	57	57	1	1	54
9968	165	178	291	285	170	151	197	141
54413	371	404	13	13	4	411	369	2
2705	229	217	2239	2254	1095	188	234	1056
9203	404	331	244	259	162	375	419	151
4841	737	487	1055	1044	975	465	787	900
26548	2	3	6	11	16	0	1	11
6872	421	251	357	360	405	255	446	339
27160	1	2	0	0	0	1	1	0
8473	1941	1064	965	1033	1235	981	1943	1132
93953	57	20	25	33	25	17	54	25
2833	0	1	8	4	0	1	0	1
441501	11	3	0	3	1	6	3	3
100130361	0	0	0	0	0	0	1	0
100132994	0	0	0	0	0	0	0	0
100132741	9	6	10	6	6	6	9	2
340527	49	25	40	58	33	24	35	23
441502	1	2	1	0	2	1	2	1
340526	181	165	67	81	47	161	182	48
392490	345	178	917	866	1071	189	337	1009
5303	116	69	58	64	49	64	91	53
54821	7	6	5	11	12	4	8	14
6191	825	658	1358	1416	1064	595	783	1043
4435	9	18	0	3	0	18	10	0
55869	186	110	139	150	141	126	197	143
5255	118	68	97	70	90	69	100	93
100506671	0	0	0	0	2	2	0	2
653687	10	5	0	1	0	5	2	0
100132304	0	1	0	0	0	1	0	0
728656	9	6	0	0	0	12	8	0
63947	48	46	0	0	0	47	54	0
100129407	0	0	0	0	0	0	0	0
203429	11	13	0	1	0	7	18	0
645974	35	40	0	0	0	39	45	0
340529	71	54	0	0	0	39	66	0
645996	20	5	0	0	0	12	13	1
4674	1923	1341	7	4	6	1296	1841	10
1046	0	0	0	0	0	0	0	0
139201	530	163	59	78	115	175	481	106
53344	1045	602	85	85	98	557	958	89
9383	2	0	1	0	1	1	0	0
7503	0	0	14	9	7	0	0	15
554203	125	74	79	100	84	75	98	82
100302692	161	116	110	108	186	91	171	158
100506745	1	9	2	10	1	15	4	0
100506774	453	230	357	342	452	204	415	477
693122	9	10	9	19	8	11	14	17
100126317	13	7	17	16	17	8	7	17
100506789	94	72	104	116	136	64	98	140
664614	1	1	2	0	3	2	1	1
442919	1	0	4	3	5	1	0	5
389874	0	0	0	0	0	0	0	0
6567	196	120	1714	1701	1599	140	209	1517
51132	2678	1329	963	993	1245	1319	2611	1227
340533	948	440	6	7	8	407	927	3
22	212	104	311	344	366	89	191	372
139596	194	102	81	75	93	90	181	92
158866	128	59	10	13	21	61	121	21
286495	1169	501	242	258	293	469	998	357
139599	22	8	0	0	0	9	27	0
51260	102	54	97	96	90	55	77	95
57692	874	525	10	5	10	574	858	10
494333	1	1	0	0	0	1	0	0
442899	0	0	0	0	0	0	0	0
8823	0	0	0	0	0	0	0	0
546	3267	1862	1167	1210	1463	1796	3299	1451
84061	506	329	1496	1446	1437	327	444	1495
100506800	0	0	0	0	0	0	0	0
1349	930	494	538	565	560	480	880	494
538	204	120	184	174	216	111	217	225
441531	23	22	21	11	13	19	33	9
5230	2632	1385	1179	1263	1135	1425	2486	1104
51616	617	260	195	220	233	255	516	234
10800	23	12	22	16	25	9	28	21
203430	0	0	0	0	0	0	0	0
2846	36	32	2	0	1	25	37	1
100422932	0	0	0	0	0	0	0	0
27334	0	0	7	9	13	0	0	13
84636	0	0	14	8	11	0	0	29
9452	493	301	46	48	50	307	567	41
50945	0	0	0	0	0	0	0	0
169966	0	0	0	0	0	0	0	0
254065	632	320	510	548	604	304	630	613
79366	69	47	32	41	32	36	74	37
6451	1483	723	305	350	433	744	1487	423
5456	9	1	0	0	0	10	7	0
1538	0	0	0	0	0	0	0	0
27330	283	127	89	101	125	137	244	122
100302191	0	0	0	0	0	0	1	0
139324	174	55	28	42	53	71	166	49
100131816	0	0	0	0	0	0	0	1
139322	567	307	535	553	626	310	540	610
340562	4	3	1	1	0	4	6	1
7552	531	268	21	19	31	232	507	22
79983	1	1	4	9	16	1	1	16
100302171	0	0	0	0	0	0	0	0
1121	911	432	275	258	324	409	908	321
494323	2	1	2	0	1	1	0	1
117154	135	87	0	1	0	76	120	0
56062	528	232	18	24	28	262	481	20
53336	0	0	0	0	0	0	0	0
90316	0	0	0	0	0	0	0	0
140886	38	26	6	10	10	23	48	8
27328	604	334	3	2	1	361	558	4
4675	2431	1348	22	24	24	1320	2333	23
286499	108	55	3	0	1	47	84	1
100313772	0	0	0	0	0	0	0	0
643486	1	0	0	0	0	0	0	0
1730	229	123	540	600	732	99	212	678
29935	3	1	6	8	9	2	1	12
442459	4	1	0	2	4	1	4	1
57526	670	438	10	13	12	450	669	16
64102	1	3	1	3	4	5	0	2
7105	115	56	891	920	1018	73	101	1022
27286	16	8	36	33	26	19	10	36
94121	106	67	226	242	235	68	90	208
1478	105	58	62	66	60	63	99	59
27035	13	6	5	3	8	8	13	8
402415	5	0	2	1	1	3	1	5
392509	15	4	4	8	6	2	6	6
79979	179	130	129	159	128	123	153	139
59353	340	230	4	2	1	240	313	0
2491	22	6	10	5	7	11	14	10
1821	579	292	1	0	0	320	575	1
54457	21	11	3	1	3	12	22	6
1678	63	56	138	157	145	43	63	159
695	53	39	77	86	89	31	57	85
6173	14	14	8	15	18	14	13	11
2717	73	33	48	49	49	43	60	49
3188	2312	1371	757	794	816	1257	2226	785
100131755	237	125	85	49	73	139	230	72
51309	320	228	58	48	29	256	330	29
54470	150	122	83	95	62	118	167	78
100128574	0	0	0	0	0	0	3	0
51566	1726	1098	521	513	503	1172	1796	520
9823	475	298	48	46	30	291	415	36
55998	2	2	4	0	4	3	2	3
84460	321	188	183	173	252	163	310	223
140597	1661	965	1	1	1	945	1635	1
158931	523	351	1	1	0	359	449	0
340542	1332	883	9	13	15	883	1231	10
56001	0	0	0	0	0	0	3	0
728343	2	0	0	0	0	1	0	0
11013	3	1	0	0	0	3	3	0
55999	1	0	0	0	0	0	0	0
64860	284	151	111	114	143	131	239	120
9737	4345	2387	182	171	170	2251	4331	197
114928	1205	721	198	186	168	719	1205	156
80823	670	362	77	77	88	398	672	70
100287765	151	74	46	47	55	61	176	47
282808	7	4	4	0	1	12	1	1
55859	3149	2022	23	23	15	2010	3067	11
56000	2	4	19	19	34	0	2	29
56271	2128	1432	46	69	48	1384	1988	36
90843	971	524	186	192	240	480	964	241
340543	638	448	1	1	0	486	576	3
84707	1057	1090	2	3	3	1049	1080	4
56849	2368	1244	30	24	27	1158	2291	24
51186	422	301	132	151	158	275	471	137
27018	2772	2217	383	384	253	2355	2731	243
100506901	14	16	6	2	3	13	15	6
142684	19	12	7	2	3	13	22	5
100129702	7	5	3	2	4	3	6	2
79921	1825	1190	344	359	382	1121	1720	368
85012	584	526	34	27	28	494	548	26
9338	508	376	103	96	92	352	490	99
9643	3758	2168	1582	1616	1698	2159	3599	1675
441509	6	0	0	0	0	2	3	0
203562	8	2	0	0	1	5	7	0
5354	61583	31779	32	32	44	31182	59522	30
51209	383	193	6	6	4	175	362	7
100506545	0	1	0	0	0	2	0	0
286527	25	20	2	2	2	17	22	1
767811	4	1	0	0	0	2	2	0
158983	0	0	0	0	0	0	0	0
286436	0	0	0	0	0	0	0	0
401612	34	37	18	14	4	43	39	5
644353	51	48	1	1	1	41	52	0
139231	722	435	228	256	235	427	679	208
100506572	183	114	27	30	29	116	167	37
80712	0	0	0	0	0	0	0	0
26280	35	22	31	30	26	25	36	28
56157	0	0	1	0	0	0	0	0
203447	1	0	39	40	43	0	2	57
6906	1	3	2072	2039	2637	1	2	2559
139221	290	144	16	30	29	125	279	29
55086	154	85	36	27	40	71	143	55
79589	98	63	1404	1387	1430	52	88	1504
54885	63	38	340	359	424	43	61	390
92129	0	0	4	9	13	0	1	14
9075	1	1	241	215	174	2	0	192
79710	72	37	225	229	267	36	84	313
55285	317	166	331	327	379	180	287	440
54830	0	3	18	20	28	4	2	29
139212	0	0	0	0	0	0	1	0
84443	54	69	0	1	1	58	59	0
5631	441	299	366	339	334	243	463	311
1831	595	390	743	765	491	411	555	481
11043	231	131	164	165	173	122	235	179
56156	1	0	0	0	0	0	1	0
340547	15	3	1	0	0	4	16	1
5716	603	377	185	210	170	397	673	172
115201	99	26	135	152	163	36	68	153
1288	14	12	4	5	7	9	5	4
1287	715	386	66	62	58	421	641	55
8471	15	8	0	0	0	6	16	0
2986	2	1	0	0	0	1	0	0
55916	146	82	99	110	126	72	146	108
23630	16	15	0	0	0	13	11	1
2182	1438	775	205	225	231	784	1418	259
84187	161	145	97	109	57	145	185	53
724022	2	1	0	0	0	0	2	1
9949	87	49	138	144	174	61	68	193
692226	0	0	2	0	1	0	0	1
57529	18	3	13	10	18	4	7	18
6998	2	2	20	13	5	0	2	2
91851	670	342	52	51	79	316	690	72
5063	1405	645	5	2	4	593	1378	1
827	0	0	5	2	5	0	1	8
1641	340	156	0	0	0	158	297	0
401613	3	2	116	126	188	0	2	151
79868	432	238	387	409	463	242	409	397
7224	240	118	72	65	77	111	246	75
100506619	3	2	0	3	5	3	8	6
340595	6	2	17	11	26	1	2	25
340596	38	21	1	1	0	21	43	1
154796	963	716	187	190	178	714	980	168
100423009	0	0	0	0	0	1	0	0
3358	95	50	2	3	0	52	95	2
677816	1	0	0	0	0	1	0	0
100313838	0	0	0	0	0	0	0	0
100302144	0	0	0	0	0	0	0	0
100302251	0	0	0	0	0	0	2	0
100302153	1	1	0	0	0	0	0	0
100302222	0	0	0	0	0	0	0	0
554212	0	0	0	0	1	1	0	0
3598	39	22	110	113	141	15	41	113
57631	240	117	8	7	16	113	245	16
139804	0	0	0	1	0	0	0	0
51213	0	0	0	0	0	0	0	0
5358	1368	614	2174	2403	3109	582	1357	2952
186	0	0	0	1	0	0	0	1
11254	0	0	0	0	0	0	0	0
203413	0	0	0	0	0	0	0	0
100506955	0	0	0	0	1	0	0	0
100126447	0	0	0	0	0	0	0	1
90293	148	70	45	43	50	64	156	38
54521	532	310	271	281	343	275	557	328
100302214	2	1	1	1	1	0	3	3
139818	134	72	139	156	159	79	138	147
3597	484	258	2797	2777	3291	254	481	3004
170261	373	217	0	0	1	206	362	2
79836	40	33	130	122	127	32	45	115
57481	3	0	0	1	1	0	1	1
10857	1795	1114	5287	5417	5088	1095	1740	4985
203427	57	17	105	100	114	26	58	125
100303728	33	27	37	26	30	23	28	37
292	847	526	1145	1231	1010	459	857	903
63932	384	241	151	135	147	256	390	104
7319	464	246	209	231	241	281	449	224
55922	466	236	82	97	136	220	437	99
23157	457	206	261	257	241	225	459	246
768218	3	0	0	1	0	1	0	0
347454	1	5	5	6	1	1	1	2
6170	140	136	633	621	441	120	140	416
26779	2	1	1	2	0	1	2	1
65109	127	95	85	92	73	96	140	69
7737	51	50	44	62	24	51	54	31
4694	1888	1413	1091	1142	1009	1462	1806	1032
158798	8	3	1	1	1	1	6	0
100506992	116	62	27	28	23	59	112	30
79576	139	86	107	90	86	99	105	99
727940	1	1	0	2	0	0	0	0
100131450	12	4	7	8	13	7	10	5
158800	0	0	1	3	0	1	3	2
84528	2	3	3	5	6	0	2	6
158801	11	9	27	27	24	7	11	25
10009	626	288	409	427	496	287	611	455
55026	67	45	18	10	7	45	83	13
23439	0	0	0	0	1	0	1	0
3920	5124	3037	2990	3092	3285	2832	5007	3118
8450	1048	553	565	579	730	523	1012	660
28985	821	419	403	401	507	431	775	491
29071	173	118	220	222	235	80	172	211
643311	0	0	0	0	0	0	0	0
100507170	0	0	0	0	0	0	3	0
255313	0	0	0	0	0	0	0	0
728036	0	0	0	0	0	0	0	0
728042	0	0	0	0	0	0	0	0
728049	0	0	0	0	0	0	0	0
653282	0	0	0	0	0	0	0	0
728062	0	0	0	0	0	0	0	0
728072	0	0	0	0	0	0	0	0
728075	0	0	0	0	0	0	0	0
728082	0	0	0	0	0	0	0	0
728090	0	0	0	0	0	0	0	0
728096	0	0	0	0	0	0	0	0
2747	2040	888	4482	4652	5078	902	1940	5055
2892	2170	1184	45	40	42	1196	2130	53
407005	1	45	0	0	0	31	0	0
57187	708	389	518	527	699	328	654	708
331	1805	1264	1165	1179	1217	1185	1686	1194
10735	1538	836	1111	1219	1455	791	1524	1341
4068	1	0	29	40	25	1	2	18
10178	692	294	548	605	894	334	697	896
100506663	0	0	0	0	0	0	0	0
340578	22	19	0	0	0	26	25	0
139170	0	0	0	0	0	0	0	1
100130613	1	0	0	0	0	0	0	0
139741	0	0	0	0	0	0	1	0
6594	869	452	1270	1395	1481	404	877	1496
4952	825	385	240	293	308	362	830	348
8862	166	205	1	3	0	224	196	1
7512	1	2	662	660	457	2	0	430
54440	40	34	74	115	50	69	46	52
51114	759	556	472	487	373	500	745	373
10813	170	74	71	69	81	69	160	91
63035	46	66	105	119	34	68	50	35
2000	13	9	87	79	53	20	12	47
9131	189	114	726	765	733	113	195	710
9363	137	133	3	0	0	106	108	0
55609	116	55	47	54	72	61	137	82
9016	201	124	28	32	34	119	216	25
139760	0	0	0	0	0	0	0	0
51634	128	75	51	63	69	76	122	66
55855	147	63	118	138	157	66	148	124
10495	136	69	103	109	116	88	143	107
158763	26	22	0	0	0	13	14	0
3547	117	80	2	3	10	90	131	5
347468	0	0	0	0	0	0	0	0
286467	25	14	22	23	9	16	22	4
51765	23	14	62	59	75	17	23	66
90167	0	1	1	1	5	1	1	1
57826	259	150	628	604	744	122	239	735
55796	162	92	4510	4619	5523	88	167	5505
90161	182	93	7	3	5	99	169	1
83844	0	1	0	0	0	0	0	0
51270	0	0	0	0	0	0	0	0
2239	111	75	48	30	41	75	110	38
2719	18	11	23	28	23	6	11	25
574031	0	0	0	0	0	0	0	0
407049	0	0	0	0	0	0	0	0
406981	0	0	0	0	0	0	0	0
574032	0	0	0	0	0	0	0	0
574033	0	0	0	0	0	0	0	0
406899	0	0	0	0	0	0	0	0
347475	22	10	1	0	1	9	23	1
84295	482	276	229	205	308	244	529	272
3251	606	377	201	218	203	366	559	224
100126302	0	0	0	0	0	0	0	0
554214	0	0	0	0	0	0	0	0
574505	0	0	0	0	0	0	0	0
664617	0	0	0	0	0	0	0	1
84848	1	6	13	16	7	7	2	7
574506	0	0	0	0	0	0	0	0
494336	0	0	1	0	1	0	0	2
100506757	2	0	0	1	1	1	3	0
10761	0	0	1	0	0	0	0	1
159090	363	202	115	119	130	240	337	117
159091	36	19	19	26	27	34	31	33
56180	134	67	61	64	77	56	134	75
644538	60	23	6	7	14	21	29	13
441518	46	42	6	22	6	32	50	11
8933	395	763	95	80	18	739	379	21
26071	43	66	35	25	7	61	34	10
644596	243	318	10	9	1	292	205	4
100129515	0	0	0	0	0	0	0	0
100287728	0	0	0	0	0	1	0	0
54967	4	2	0	0	0	2	2	1
7626	121	44	124	118	142	66	97	132
203523	183	72	68	67	109	67	171	101
100506790	1	1	0	0	0	0	0	0
399668	176	277	7	7	0	305	152	3
203522	225	118	31	41	38	159	220	37
644717	0	0	0	0	0	0	0	0
100506814	0	0	0	0	0	0	0	0
541466	9	5	0	0	0	6	11	0
728911	0	0	0	0	1	0	1	0
441519	0	0	0	0	0	0	0	0
441520	1	3	0	0	0	3	5	0
441521	6	0	0	0	0	0	0	0
541465	1	0	0	0	0	0	1	0
55511	0	0	0	0	0	0	0	0
93380	450	260	199	172	204	243	410	224
10479	2177	1136	136	176	138	1084	2161	141
2273	888	548	287	297	275	517	838	248
79649	54	20	69	55	69	21	39	66
139378	0	0	1	0	1	0	0	1
680	2	0	0	0	0	2	1	0
27336	1328	693	408	402	460	631	1251	457
51442	0	0	0	0	0	0	0	0
100126324	0	0	0	0	0	0	0	0
959	3	2	5	8	8	2	2	1
9459	658	339	234	221	309	347	696	288
27316	814	453	653	600	668	435	837	659
26787	2	9	3	1	4	6	2	2
100132625	3	9	4	6	0	9	8	2
83550	0	0	0	0	1	0	0	1
7547	10	12	0	0	0	9	14	0
158696	137	97	1	4	0	82	122	2
2258	711	457	17	14	15	389	668	11
574507	0	0	0	0	0	0	1	0
6719	31	18	59	59	92	9	31	98
2158	1	3	6272	6526	7964	3	3	7871
4168	296	138	5	4	1	115	269	3
286410	155	83	2116	2325	2778	70	144	2735
574508	1	1	6	6	20	0	0	7
347487	0	0	0	4	2	0	0	5
6658	4	3	0	0	0	10	6	0
286411	113	62	1	1	3	70	128	1
1038	7106	3912	51	59	71	3835	6879	77
100302169	0	0	0	0	0	0	0	0
100133171	0	1	0	0	0	0	0	0
728695	0	0	0	0	0	0	0	0
23641	148	206	7	9	5	190	145	1
64663	2	4	0	0	0	0	0	0
619455	5	2	0	0	0	0	5	0
30014	0	1	0	0	0	0	0	0
728712	0	0	0	0	0	1	0	0
645188	2	0	0	0	0	0	1	0
64648	0	2	0	0	0	0	0	0
139081	7	6	0	0	0	15	5	0
9947	0	0	0	0	0	0	0	0
51438	0	0	0	0	0	0	0	0
441525	0	0	0	0	0	0	0	0
139067	0	0	0	0	0	0	0	0
139065	1373	632	5	1	1	670	1230	6
494119	0	0	0	0	0	0	0	0
389898	55	42	9	13	16	45	55	11
494118	0	0	0	0	0	0	0	0
84631	539	301	6	7	8	341	504	6
100506096	12	5	0	1	0	4	14	0
9142	81	46	0	2	0	39	70	1
100126303	0	0	0	0	0	0	1	0
100126306	0	0	0	0	0	0	0	0
100126342	0	0	0	0	0	0	0	0
100126307	0	0	0	0	0	0	0	0
100126304	0	0	0	0	0	0	0	0
100126341	0	0	0	0	0	0	0	0
100133053	0	0	0	0	0	0	0	0
100129239	0	0	0	0	0	0	0	0
100302114	0	0	1	3	1	0	0	2
100313822	0	0	0	1	0	0	0	0
574509	0	0	2	0	1	0	0	0
574510	2	0	3	2	1	0	0	0
574511	0	0	0	0	3	0	0	1
574512	0	0	1	5	1	0	0	1
574513	0	0	4	2	0	0	0	1
100422847	0	0	0	0	0	0	0	2
100126301	1	0	1	0	0	0	0	0
100126337	0	0	0	0	0	0	0	0
574514	0	0	0	0	0	0	0	1
574515	0	0	0	0	0	0	0	0
574516	0	0	0	0	0	0	0	0
574518	0	0	0	0	0	0	0	0
574517	0	0	0	0	0	0	0	0
100126270	7	6	10	11	9	2	5	9
2332	1457	752	952	956	1081	769	1439	1114
158521	0	0	0	0	0	0	1	0
2334	474	195	0	5	6	205	454	7
3423	14078	8376	644	700	717	8148	13471	691
100131434	36	27	52	43	37	19	40	32
91966	64	44	76	65	28	55	62	42
728269	0	0	0	0	0	0	0	0
84548	124	65	66	57	59	76	121	49
4110	0	0	0	0	0	0	0	0
100506205	6	3	6	4	3	4	8	2
100506234	0	0	0	0	0	0	0	0
100506164	1	0	0	0	1	1	0	0
4108	0	0	0	0	0	0	0	0
4107	0	1	1	3	2	0	0	1
100132460	8	9	25	26	17	3	9	21
541578	153	74	140	110	77	93	126	70
100272228	52	32	76	70	62	46	38	62
100313839	0	0	0	0	0	0	0	0
10046	98	76	83	98	73	81	102	78
4534	299	159	335	366	430	159	308	387
8776	281	171	165	163	187	170	307	179
83692	1297	1299	481	547	224	1290	1281	279
3149	307	176	149	162	152	188	291	136
100422930	0	0	0	0	0	0	0	0
9248	0	0	0	0	0	0	0	0
203547	1055	644	407	417	446	620	1042	392
139135	0	0	0	0	0	0	0	0
79057	27	31	1	1	1	24	33	0
89885	1	2	0	0	0	1	1	0
